IATA,City,Country,Latitude,Longitude
BZI,Balikesir,Turkey,39.61930084,27.9260006
BDM,Bandirma,Turkey,40.31800079,27.97769928
ESK,Eskisehir,Turkey,39.78409958,30.58209991
ADB,Izmir,Turkey,38.29240036,27.15699959
\N,Izmir,Turkey,38.31909943,27.15940094
IGL,Izmir,Turkey,38.51300049,27.01009941
\N,Isparta,Turkey,37.78512192,30.59001923
\N,Kutahya,Turkey,39.42670059,30.01689911
\N,Yalova,Turkey,40.68439865,29.3757
KCO,Topel,Turkey,40.73500061,30.08329964
DLM,Dalaman,Turkey,36.71310043,28.79249954
\N,Akhisar,Turkey,38.80889893,27.83390045
BXN,Bodrum,Turkey,37.14009857,27.66970062
\N,Istanbul,Turkey,40.99300003,29.21649933
EZS,Elazig,Turkey,38.60689926,39.29140091
DIY,Diyabakir,Turkey,37.89390183,40.20100021
ERC,Erzincan,Turkey,39.71020126,39.52700043
ERZ,Erzurum,Turkey,39.95650101,41.17020035
TZX,Trabzon,Turkey,40.99509811,39.78969955
VAN,Van,Turkey,38.46820068,43.33229828
BAL,Batman,Turkey,37.92900085,41.11660004
SXZ,Siirt,Turkey,37.97890091,41.8404007
\N,Izmir,Turkey,38.51760101,26.97739983
\N,Izmir,Turkey,37.95069885,27.32900047
BZY,Saltsy,Moldova,47.843056,27.777222
KIV,Chisinau,Moldova,46.92770004,28.93099976
OHD,Ohrid,Macedonia,41.18,20.7423
SKP,Skopje,Macedonia,41.961601,21.621401
GIB,Gibraltar,Gibraltar,36.15119934,-5.34965992
BEG,Belgrade,Serbia,44.81840134,20.3090992
INI,Nis,Serbia,43.337299,21.853701
TGD,Podgorica,Montenegro,42.359402,19.2519
PRN,Pristina,Serbia,42.5728,21.035801
TIV,Tivat,Montenegro,42.40470123,18.72330093
\N,Vrsac,Serbia,45.1469,21.3099
BTS,Bratislava,Slovakia,48.17020035,17.21269989
KSC,Kosice,Slovakia,48.6631012,21.24110031
\N,Malacky,Slovakia,48.40200043,17.11840057
PZY,Piestany,Slovakia,48.62519836,17.82839966
SLD,Sliac,Slovakia,48.63779831,19.13409996
\N,Trencin,Slovakia,48.86500168,17.99230003
TAT,Poprad,Slovakia,49.07360077,20.24110031
NCA,North Caicos,Turks and Caicos Islands,21.9175,-71.939598
PLS,Providenciales,Turks and Caicos Islands,21.77359962,-72.26589966
XSC,South Caicos,Turks and Caicos Islands,21.51569939,-71.52850342
\N,Samana,Dominican Republic,19.19860077,-69.42980194
BRX,Barahona,Dominican Republic,18.25149918,-71.12039948
CBJ,Cabo Rojo,Dominican Republic,17.92900085,-71.64479828
LRM,La Romana,Dominican Republic,18.45070076,-68.91179657
PUJ,Punta Cana,Dominican Republic,18.56739998,-68.36340332
POP,Puerto Plata,Dominican Republic,19.75790024,-70.56999969
SDQ,Santo Domingo,Dominican Republic,18.42970085,-69.66889954
\N,San Isidoro,Dominican Republic,18.50370026,-69.76170349
STI,Santiago,Dominican Republic,19.40609932,-70.60469818
\N,Bananera,Guatemala,15.47350025,-88.83719635
CBV,Coban,Guatemala,15.46899986,-90.40670013
GUA,Guatemala City,Guatemala,14.5833,-90.527496
RER,Retalhuleu,Guatemala,14.52099991,-91.69730377
GSJ,San Jose,Guatemala,13.93620014,-90.83580017
LCE,La Ceiba,Honduras,15.7425,-86.852997
SAP,San Pedro Sula,Honduras,15.4526,-87.923599
GJA,Guanaja,Honduras,16.4454,-85.906601
RTB,Roatan,Honduras,16.316799,-86.523003
TEA,Tela,Honduras,15.7759,-87.4758
TGU,Tegucigalpa,Honduras,14.06089973,-87.21720123
TJI,Trujillo,Honduras,15.9268,-85.938202
OCJ,Ocho Rios,Jamaica,18.4041996,-76.96900177
KIN,Kingston,Jamaica,17.93569946,-76.78749847
MBJ,Montego Bay,Jamaica,18.50370026,-77.91339874
POT,Port Antonio,Jamaica,18.19879913,-76.53450012
KTP,Kingston,Jamaica,17.98859978,-76.82379913
ACA,Acapulco,Mexico,16.75709915,-99.7539978
NTR,Monterrey,Mexico,25.865601,-100.237
AGU,Aguascalientes,Mexico,21.705601,-102.318001
HUX,Huatulco,Mexico,15.7753,-96.262604
CVJ,Cuernavaca,Mexico,18.83480072,-99.26129913
ACN,Ciudad Acuna,Mexico,29.332899,-101.098998
CME,Ciudad Del Carmen,Mexico,18.65369987,-91.7990036
NCG,Nuevo Casas Grandes,Mexico,30.3974,-107.875
\N,Chilpancingo,Mexico,17.574239,-99.515424
CUL,Culiacan,Mexico,24.76449966,-107.4749985
CTM,Chetumal,Mexico,18.50469971,-88.32679749
CEN,Ciudad Obregon,Mexico,27.39259911,-109.8330002
CPE,Campeche,Mexico,19.81679916,-90.50029755
CJS,Ciudad Juarez,Mexico,31.63610077,-106.4290009
CUU,Chihuahua,Mexico,28.70289993,-105.9649963
CVM,Ciudad Victoria,Mexico,23.70330048,-98.95649719
CZM,Cozumel,Mexico,20.5223999,-86.92559814
DGO,Durango,Mexico,24.12420082,-104.5279999
TPQ,Tepic,Mexico,21.4195,-104.843002
ESE,Ensenada,Mexico,31.7953,-116.602997
GDL,Guadalajara,Mexico,20.52179909,-103.310997
GYM,Guaymas,Mexico,27.96899986,-110.9250031
TCN,Tehuacan,Mexico,18.49720001,-97.41989899
HMO,Hermosillo,Mexico,29.09589958,-111.0479965
CLQ,Colima,Mexico,19.277,-103.577002
ISJ,Isla Mujeres,Mexico,21.24500084,-86.73999786
SLW,Saltillo,Mexico,25.54949951,-100.9290009
IZT,Iztepec,Mexico,16.449301,-95.093697
LZC,Lazard Cardenas,Mexico,18.00169945,-102.2210007
LMM,Los Mochis,Mexico,25.68519974,-109.0810013
BJX,Del Bajio,Mexico,20.9935,-101.481003
LAP,La Paz,Mexico,24.0727005,-110.3619995
LTO,Loreto,Mexico,25.98920059,-111.3479996
MAM,Matamoros,Mexico,25.76989937,-97.52529907
MID,Merida,Mexico,20.93700027,-89.65769959
MXL,Mexicali,Mexico,32.6306,-115.241997
MLM,Morelia,Mexico,19.84989929,-101.0250015
MTT,Minatitlan,Mexico,18.10339928,-94.58070374
LOV,Monclova,Mexico,26.9557,-101.470001
MEX,Mexico City,Mexico,19.4363,-99.072098
MTY,Monterrey,Mexico,25.7784996,-100.1070023
MZT,Mazatlan,Mexico,23.16139984,-106.2659988
NOG,Nogales,Mexico,31.22610092,-110.9759979
NLD,Nuevo Laredo,Mexico,27.44389915,-99.57050323
OAX,Oaxaca,Mexico,16.99990082,-96.72660065
PAZ,Poza Rico,Mexico,20.60269928,-97.46080017
PBC,Puebla,Mexico,19.15810013,-98.37139893
\N,Pachuca,Mexico,20.0774,-98.782501
PPE,Punta Penasco,Mexico,31.351987,-113.305177
PDS,Piedras Negras,Mexico,28.627399,-100.535004
UPN,Uruapan,Mexico,19.39669991,-102.0390015
PVR,Puerto Vallarta,Mexico,20.68009949,-105.2539978
PXM,Puerto Escondido,Mexico,15.8769,-97.089103
QRO,Queretaro,Mexico,20.6173,-100.185997
REX,Reynosa,Mexico,26.0089,-98.2285
SJD,San Jose Del Cabo,Mexico,23.15180016,-109.7210007
SFH,San Filipe,Mexico,30.93020058,-114.8089981
SLP,San Luis Potosi,Mexico,22.25429916,-100.9309998
\N,Tlaxcala,Mexico,19.537992,-98.173492
\N,Tuxtla Gutierrez,Mexico,16.739901,-93.173301
TRC,Torreon,Mexico,25.56830025,-103.4110031
TGZ,Tuxtla Gutierrez,Mexico,16.56360054,-93.02249908
TIJ,Tijuana,Mexico,32.54109955,-116.9700012
TAM,Tampico,Mexico,22.29640007,-97.86589813
TSL,Tamuin,Mexico,22.0383,-98.806502
TLC,Toluca,Mexico,19.33709908,-99.56600189
TAP,Tapachula,Mexico,14.79430008,-92.37000275
CUN,Cancun,Mexico,21.03650093,-86.87709808
VSA,Villahermosa,Mexico,17.99699974,-92.81739807
VER,Vera Cruz,Mexico,19.14590073,-96.18730164
ZCL,Zacatecas,Mexico,22.89710045,-102.6869965
ZIH,Zihuatanejo,Mexico,17.60160065,-101.4609985
ZMM,Zamora,Mexico,20.045,-102.276001
ZLO,Manzanillo,Mexico,19.14480019,-104.5589981
\N,Zapopan,Mexico,20.747922,-103.461709
BEF,Bluefields,Nicaragua,11.99100018,-83.77410126
\N,Los Brasiles,Nicaragua,12.18999958,-86.35389709
\N,Leon,Nicaragua,12.42920017,-86.90280151
MGA,Managua,Nicaragua,12.14150047,-86.16819763
PUZ,Puerto Cabezas,Nicaragua,14.0472002,-83.38670349
BOC,Bocas Del Toro,Panama,9.340849876,-82.25080109
CHX,Changuinola,Panama,9.458962,-82.515062
DAV,David,Panama,8.390999794,-82.43499756
BLB,Howard,Panama,8.91479,-79.599602
PAC,Panama,Panama,8.973340034,-79.55560303
SYP,Santiago,Panama,8.085599899,-80.94529724
PTY,Panama City,Panama,9.071359634,-79.38349915
BAI,Buenos Aires,Costa Rica,9.163949,-83.330171
OTR,Coto 47,Costa Rica,8.601559639,-82.96859741
JAP,Chacarita,Costa Rica,9.981410027,-84.77269745
\N,El Carmen,Costa Rica,10.20199966,-83.47219849
\N,Finca 10,Costa Rica,8.916350365,-83.50730133
GLF,Golfito,Costa Rica,8.654009819,-83.18219757
GPL,Guapiles,Costa Rica,10.21720028,-83.79699707
LIR,Liberia,Costa Rica,10.5933,-85.544403
LSL,Los Chiles,Costa Rica,11.03530025,-84.70610046
LIO,Limon,Costa Rica,9.957960129,-83.02200317
NOB,Nosara Beach,Costa Rica,9.976490021,-85.65299988
SJO,San Jose,Costa Rica,9.993860245,-84.20880127
\N,Pandora,Costa Rica,9.732170105,-82.98320007
PMZ,Palmar Sur,Costa Rica,8.951029778,-83.46859741
XQP,Quepos,Costa Rica,9.443160057,-84.12979889
\N,Santa Clara,Costa Rica,10.28829956,-83.71350098
TOO,San Vito De Jaba,Costa Rica,8.826109886,-82.95890045
SAL,San Salvador,El Salvador,13.4409,-89.055702
\N,San Salvador,El Salvador,13.69950008,-89.11990356
CYA,Cayes,Haiti,18.27109909,-73.78829956
CAP,Cap Haitien,Haiti,19.733,-72.194702
JAK,Jacmel,Haiti,18.24110031,-72.51850128
PAP,Port-au-prince,Haiti,18.57999992,-72.29250336
BCA,Baracoa Playa,Cuba,20.36529922,-74.5062027
BYM,Bayamo,Cuba,20.39640045,-76.62139893
AVI,Ciego De Avila,Cuba,22.02709961,-78.78959656
CCC,Cunagua,Cuba,22.46100044,-78.32839966
CFG,Cienfuegos,Cuba,22.14999962,-80.41419983
CYO,Cayo Largo del Sur,Cuba,21.61650085,-81.54599762
CMW,Camaguey,Cuba,21.42029953,-77.84750366
SCU,Santiago De Cuba,Cuba,19.96980095,-75.83540344
\N,Florida,Cuba,21.49970055,-78.20279694
NBW,Guantanamo,Cuba,19.90649986,-75.20709991
GAO,Guantanamo,Cuba,20.08530045,-75.15830231
HAV,Havana,Cuba,22.98920059,-82.40910339
HOG,Holguin,Cuba,20.78560066,-76.31510162
LCL,La Coloma,Cuba,22.33609962,-83.64189911
MOA,Moa,Cuba,20.65390015,-74.92220306
MZO,Manzanillo,Cuba,20.28809929,-77.08920288
GER,Nueva Gerona,Cuba,21.83469963,-82.78379822
UPB,Baracoa Playa,Cuba,23.03280067,-82.57939911
QPD,Pinar Del Rio Norte,Cuba,22.42140007,-83.67839813
\N,San Antonio De Banos,Cuba,22.87150002,-82.50930023
SNU,Santa Clara,Cuba,22.49220085,-79.94360352
\N,Santa Lucia,Cuba,21.50945591,-77.02059746
SZJ,Siguanea,Cuba,21.64249992,-82.95510101
USS,Sancti Spiritus,Cuba,21.9704,-79.442703
VRA,Varadero,Cuba,23.03440094,-81.43530273
VTU,Las Tunas,Cuba,20.98760033,-76.93579865
CYB,Cayman Brac,Cayman Islands,19.68700027,-79.88279724
GCM,Georgetown,Cayman Islands,19.2928009,-81.35769653
MAY,Clarence Bain,Bahamas,24.28770065,-77.68460083
ASD,Andros Town,Bahamas,24.69790077,-77.79560089
MHH,Marsh Harbor,Bahamas,26.5114,-77.083503
SAQ,San Andros,Bahamas,25.05380058,-78.0490036
AXP,Spring Point,Bahamas,22.44179916,-73.97090149
\N,Sandy Point,Bahamas,26.00460052,-77.39550018
TCB,Treasure Cay,Bahamas,26.74530029,-77.39129639
CCZ,Chub Cay,Bahamas,25.41710091,-77.88089752
GHC,Bullocks Harbour,Bahamas,25.7383,-77.840103
BIM,Alice Town,Bahamas,25.69989967,-79.26470184
GGT,Great Exuma,Bahamas,23.56259918,-75.87799835
\N,George Town,Bahamas,23.4666996,-75.78170013
ELH,North Eleuthera,Bahamas,25.47489929,-76.6835022
GHB,Governor's Harbor,Bahamas,25.28470039,-76.33100128
NMC,Norman's Cay,Bahamas,24.59429932,-76.82019806
RSD,Rock Sound,Bahamas,24.89507873,-76.17688179
TYM,Staniel Cay,Bahamas,24.16909981,-76.43910217
FPO,Freeport,Bahamas,26.55870056,-78.69560242
IGA,Matthew Town,Bahamas,20.97500038,-73.66690063
LGI,Dead Man's Cay,Bahamas,23.17900085,-75.09359741
SML,Stella Maris,Bahamas,23.582317,-75.268621
MYG,Mayaguana,Bahamas,22.379499,-73.013494
NAS,Nassau,Bahamas,25.03899956,-77.46620178
DCT,Duncan Town,Bahamas,22.18180084,-75.72949982
RCY,Port Nelson,Bahamas,23.68440056,-74.8361969
ZSA,Cockburn Town,Bahamas,24.06329918,-74.52400208
BZE,Belize City,Belize,17.53910065,-88.30819702
AIT,Aitutaki,Cook Islands,-18.83090019,-159.7640076
RAR,Avarua,Cook Islands,-21.20269966,-159.8059998
NAN,Nandi,Fiji,-17.7553997,177.4429932
SUV,Nausori,Fiji,-18.04330063,178.5590057
TBU,Tongatapu,Tonga,-21.24119949,-175.1499939
VAV,Vava'u,Tonga,-18.58530045,-173.9620056
TRW,Tarawa,Kiribati,1.381639957,173.1470032
TBF,Tabiteuea North,Kiribati,-1.224470019,174.776001
WLS,Wallis,Wallis and Futuna,-13.23830032,-176.1990051
APW,Faleolo,Samoa,-13.82999992,-172.0079956
PPG,Pago Pago,American Samoa,-14.33100033,-170.7100067
RUR,Rurutu,French Polynesia,-22.4340992,-151.3609924
TUB,Tubuai,French Polynesia,-23.36540031,-149.5240021
AAA,Anaa,French Polynesia,-17.3526001,-145.5099945
FGU,Fangatau,French Polynesia,-15.81989956,-140.8869934
TIH,Tikehau,French Polynesia,-15.1196003,-148.2310028
REA,Reao,French Polynesia,-18.46590042,-136.4400024
FAV,Fakarava,French Polynesia,-16.05410004,-145.6569977
XMH,Manihi,French Polynesia,-14.4368,-146.0700073
GMR,Totegegie,French Polynesia,-23.07990074,-134.8899994
KKR,Kaukura Atoll,French Polynesia,-15.66329956,-146.8849945
MKP,Makemo,French Polynesia,-16.58390045,-143.6580048
PKP,Puka Puka,French Polynesia,-14.80949974,-138.8130035
TKP,Takapoto,French Polynesia,-14.70950031,-145.2460022
AXR,Arutua,French Polynesia,-15.2482996,-146.6170044
MVT,Mataiva,French Polynesia,-14.86810017,-148.7169952
TKX,Takaroa,French Polynesia,-14.45580006,-145.0249939
NHV,Nuku Hiva,French Polynesia,-8.795599937,-140.2290039
BOB,Bora Bora,French Polynesia,-16.44440079,-151.7510071
RGI,Rangiroa,French Polynesia,-14.95429993,-147.6609955
HUH,Huahine Island,French Polynesia,-16.68720055,-151.0220032
MOZ,Moorea,French Polynesia,-17.49,-149.761993
HOI,Hao Island,French Polynesia,-18.07480049,-140.9459991
MAU,Maupiti,French Polynesia,-16.42650032,-152.2440033
RFP,Raiatea Island,French Polynesia,-16.7229,-151.466003
VLI,Port-vila,Vanuatu,-17.69930077,168.3200073
KNQ,Kone,New Caledonia,-21.05430031,164.8370056
KOC,Koumac,New Caledonia,-20.54630089,164.2559967
LIF,Lifou,New Caledonia,-20.77479935,167.2400055
GEA,Noumea,New Caledonia,-22.25830078,166.4730072
MEE,Mare,New Caledonia,-21.4817009,168.0379944
TOU,Touho,New Caledonia,-20.79000092,165.2590027
UVE,Ouvea,New Caledonia,-20.6406002,166.572998
NOU,Noumea,New Caledonia,-22.01460075,166.2129974
AKL,Auckland,New Zealand,-37.0080986,174.7920074
TUO,Taupo,New Zealand,-38.73970032,176.0839996
AMZ,Ardmore,New Zealand,-37.02970123,174.9730072
CHC,Christchurch,New Zealand,-43.48939896,172.5319977
CHT,Chatham Island,New Zealand,-43.81000137,-176.4570007
DUD,Dunedin,New Zealand,-45.92810059,170.197998
GIS,Gisborne,New Zealand,-38.66329956,177.9779968
GTN,Glentanner,New Zealand,-43.90670013,170.128006
HKK,Hokitika,New Zealand,-42.71360016,170.9850006
HLZ,Hamilton,New Zealand,-37.86669922,175.3320007
\N,Hastings,New Zealand,-39.646702,176.766998
KKE,Kerikeri,New Zealand,-35.26279831,173.9120026
KAT,Kaitaia,New Zealand,-35.06999969,173.2850037
ALR,Alexandra,New Zealand,-45.21170044,169.3730011
MON,Mount Cook,New Zealand,-43.76499939,170.1329956
TEU,Manapouri,New Zealand,-45.53310013,167.6499939
MRO,Masterton,New Zealand,-40.97330093,175.6340027
NPL,New Plymouth,New Zealand,-39.00859833,174.1790009
NSN,Nelson,New Zealand,-41.2983017,173.220993
IVC,Invercargill,New Zealand,-46.41239929,168.3130035
OHA,Ohakea,New Zealand,-40.20600128,175.3880005
OAM,Oamaru,New Zealand,-44.97000122,171.0820007
PMR,Palmerston North,New Zealand,-40.3205986,175.6170044
PPQ,Paraparaumu,New Zealand,-40.90470123,174.9889984
ZQN,Queenstown International,New Zealand,-45.02109909,168.7389984
ROT,Rotorua,New Zealand,-38.10919952,176.3170013
\N,Waiouru,New Zealand,-39.44639969,175.6580048
\N,Stephen's Island,Antarctica,-90,0
TRG,Tauranga,New Zealand,-37.6719017,176.1959991
TIU,Timaru,New Zealand,-44.30279922,171.2250061
TWZ,Pukaki,New Zealand,-44.23500061,170.1179962
BHE,Woodbourne,New Zealand,-41.5182991,173.8699951
\N,Weydon,Antarctica,-77.86740112,167.0570068
WKA,Wanaka,New Zealand,-44.72219849,169.2460022
\N,Wigram,New Zealand,-43.55110168,172.5529938
WHK,Whakatane,New Zealand,-37.92060089,176.9140015
WLG,Wellington,New Zealand,-41.32720184,174.8049927
WIR,Wairoa,New Zealand,-39.00690079,177.4069977
\N,Whenuapai,New Zealand,-36.78779984,174.6300049
WRE,Whangarei,New Zealand,-35.7682991,174.3650055
WSZ,Westport,New Zealand,-41.73809814,171.5809937
WAG,Wanganui,New Zealand,-39.96220016,175.0249939
HEA,Herat,Afghanistan,34.20999908,62.22829819
JAA,Jalalabad,Afghanistan,34.39979935,70.49859619
KBL,Kabul,Afghanistan,34.565899,69.212303
KDH,Kandahar,Afghanistan,31.50580025,65.84780121
MMZ,Maimama,Afghanistan,35.93080139,64.7609024
MZR,Mazar-i-sharif,Afghanistan,36.70690155,67.20970154
OAH,Shindand,Afghanistan,33.3913002,62.26100159
\N,Sheberghan,Afghanistan,36.75080109,65.91320038
UND,Kunduz,Afghanistan,36.6651001,68.91079712
BAH,Bahrain,Bahrain,26.27079964,50.63359833
\N,Bahrain,Bahrain,25.91839981,50.59059906
AHB,Abha,Saudi Arabia,18.24040031,42.65660095
HOF,Al-ahsa,Saudi Arabia,25.2852993,49.48519897
ABT,El-baha,Saudi Arabia,20.29610062,41.63430023
BHH,Bisha,Saudi Arabia,19.9843998,42.6208992
\N,Abqaiq,Saudi Arabia,25.91130066,49.59120178
DMM,Dammam,Saudi Arabia,26.47120094,49.79790115
DHA,Dhahran,Saudi Arabia,26.26539993,50.15200043
GIZ,Gizan,Saudi Arabia,16.90110016,42.58580017
ELQ,Gassim,Saudi Arabia,26.30279922,43.7743988
URY,Guriat,Saudi Arabia,31.412413,37.278898
HAS,Hail,Saudi Arabia,27.437901,41.686298
QJB,Jubail,Saudi Arabia,27.03899956,49.40510178
\N,Jeddah,Saudi Arabia,21.34810066,39.17300034
JED,Jeddah,Saudi Arabia,21.6796,39.156502
KMC,King Khalid Mil.city,Saudi Arabia,27.9009,45.528198
MED,Madinah,Saudi Arabia,24.5534,39.705101
EAM,Nejran,Saudi Arabia,17.6114006,44.4192009
AQI,Hafr Al-batin,Saudi Arabia,28.335199,46.125099
\N,Petroline 3,Saudi Arabia,25.17449951,47.48839951
\N,Petroline 6,Saudi Arabia,24.71030045,44.96450043
\N,Petroline 10,Saudi Arabia,24.1072998,41.0359993
\N,Rabigh,Saudi Arabia,22.70260048,39.06980133
RAH,Rafha,Saudi Arabia,29.62639999,43.49060059
RUH,Riyadh,Saudi Arabia,24.95759964,46.69879913
\N,Rash Mishab,Saudi Arabia,28.07959938,48.61100006
RAE,Arar,Saudi Arabia,30.90660095,41.13819885
\N,Ras Tanura,Saudi Arabia,26.72310066,50.03079987
SHW,Sharurah,Saudi Arabia,17.46689987,47.12139893
SLF,Sulayel,Saudi Arabia,20.4647007,45.61959839
TUU,Tabuk,Saudi Arabia,28.3654,36.6189
TIF,Taif,Saudi Arabia,21.483001,40.543442
\N,Thumamah,Saudi Arabia,25.21299934,46.64099884
\N,Ras Tanajib,Saudi Arabia,27.86779976,48.76910019
TUI,Turaif,Saudi Arabia,31.692188,38.731544
EJH,Wejh,Saudi Arabia,26.19860077,36.47639847
YNB,Yenbo,Saudi Arabia,24.144199,38.0634
ABD,Abadan,Iran,30.37109947,48.22829819
DEF,Dezful,Iran,32.434399,48.397598
AKW,Aghajari,Iran,30.7444,49.6772
GCH,Gachsaran,Iran,30.33760071,50.82799912
\N,Masjed Soleiman,Iran,32.00239944,49.270401
OMI,Omidyeh,Iran,30.83519936,49.53490067
MRX,Bandar Mahshahr,Iran,30.55620003,49.15190125
AWZ,Ahwaz,Iran,31.33740044,48.76200104
AEU,Abumusa I.,Iran,25.8757,55.033001
BUZ,Bushehr,Iran,28.94479942,50.83459854
\N,Bastak,Iran,27.21269989,54.3185997
\N,Golbandi,Iran,27.4814,52.615501
KIH,Kish Island,Iran,26.52619934,53.98020172
BDH,Bandar Lengeh,Iran,26.53199959,54.82479858
KHK,Khark Island,Iran,29.26029968,50.32389832
SXI,Siri Island,Iran,25.90889931,54.53939819
LVP,Lavan Island,Iran,26.81030083,53.35630035
KSH,Bakhtaran,Iran,34.34590149,47.15810013
SDG,Sanandaj,Iran,35.2458992,47.00920105
IFH,Daran,Iran,32.92890167,51.56110001
\N,Esfahan,Iran,32.56700134,51.6916008
KKS,Kashan,Iran,33.895302,51.577
IFN,Esfahan,Iran,32.75080109,51.86130142
\N,Sepah,Iran,32.62110138,51.6969986
RAS,Rasht,Iran,37.323333,49.617778
AJK,Arak,Iran,34.13809967,49.84730148
\N,Abe-ali,Iran,35.95209885,50.45080185
\N,Kushke Nosrat,Iran,34.98400116,50.80619812
\N,Teheran,Iran,35.70299911,51.47510147
\N,Teheran,Iran,35.64479828,51.38069916
THR,Teheran,Iran,35.68920135,51.31340027
GZW,Ghazvin,Iran,36.240101,50.0471
\N,Khoram Dareh,Iran,35.77629852,50.88100052
BND,Bandar Abbas,Iran,27.21829987,56.37779999
JYR,Jiroft,Iran,28.7269001,57.67029953
KER,Kerman,Iran,30.27440071,56.9510994
HDR,Bandar Abbas,Iran,27.1583004,56.17250061
\N,Gheshm I.,Iran,26.75460052,55.90240097
SYJ,Sirjan,Iran,29.55089951,55.67269897
XBJ,Birjand,Iran,32.89810181,59.26610184
CKT,Sarakhs,Iran,36.50120163,61.06489944
RUD,Emam Shahr,Iran,36.4253006,55.10419846
TCX,Tabas,Iran,33.6678009,56.8927002
KLM,Kalaleh,Iran,37.38330078,55.45199966
RZR,Ramsar,Iran,36.90990067,50.67959976
FAZ,Fasa,Iran,28.89179993,53.72330093
JAR,Jahrom,Iran,28.58670044,53.57910156
LFM,Lamerd,Iran,27.37269974,53.18880081
SYZ,Shiraz,Iran,29.53919983,52.58980179
KHY,Khoy,Iran,38.42750168,44.97359848
TBZ,Tabriz,Iran,38.13389969,46.23500061
JWN,Zanjan,Iran,36.77370071,48.3594017
AZD,Yazd,Iran,31.9048996,54.2765007
ACZ,Zabol,Iran,31.09830093,61.54389954
ZBR,Chah Bahar,Iran,25.44330025,60.38209915
ZAH,Zahedan,Iran,29.47570038,60.90620041
IHR,Iran Shahr,Iran,27.23609924,60.72000122
\N,Saravan,Iran,27.41930008,62.31579971
AMM,Amman,Jordan,31.72260094,35.99319839
ADJ,Amman,Jordan,31.97270012,35.99160004
AQJ,Aqaba,Jordan,29.61160088,35.01810074
\N,Hotel Four,Jordan,32.160702,37.149399
\N,Jerusalem,West Bank,31.86470032,35.21920013
OMF,Mafraq,Jordan,32.3564,36.259201
KWI,Kuwait,Kuwait,29.22660065,47.96889877
BEY,Beirut,Lebanon,33.82089996,35.48839951
KYE,Kleiat,Lebanon,34.58929825,36.01129913
AUH,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016
AZI,Abu Dhabi,United Arab Emirates,24.42830086,54.45809937
\N,Al Hamra,United Arab Emirates,24.0739994,52.46360016
\N,Jebel Dhana,United Arab Emirates,24.18740082,52.61399841
DHF,Abu Dhabi,United Arab Emirates,24.24819946,54.54769897
\N,Arzana,United Arab Emirates,24.78050041,52.55989838
\N,Das Island,United Arab Emirates,25.14620018,52.87369919
\N,Zirku,United Arab Emirates,24.86249161,53.07714081
DXB,Dubai,United Arab Emirates,25.25279999,55.36439896
FJR,Fujeirah,United Arab Emirates,25.11219978,56.32400131
RKT,Ras Al Khaimah,United Arab Emirates,25.6135006,55.93880081
SHJ,Sharjah,United Arab Emirates,25.32859993,55.51720047
KHS,Khasab,Oman,26.17099953,56.24060059
MSH,Masirah,Oman,20.67539978,58.89049911
MCT,Muscat,Oman,23.59329987,58.28440094
SLL,Salalah,Oman,17.0387001,54.09130096
TTH,Thumrait,Oman,17.66600037,54.02460098
BHW,Bhagtanwala,Pakistan,32.05609894,72.9484024
LYP,Faisalabad,Pakistan,31.36499977,72.99479675
GWD,Gwadar,Pakistan,25.23329926,62.32949829
GIL,Gilgit,Pakistan,35.91880035,74.33360291
JAG,Jacobsbad,Pakistan,28.28420067,68.4496994
KHI,Karachi,Pakistan,24.9065,67.160797
LHE,Lahore,Pakistan,31.52160072,74.4036026
\N,Lahore,Pakistan,31.49480057,74.34619904
XJM,Mangla,Pakistan,33.05009842,73.63839722
MFG,Muzaffarabad,Pakistan,34.3390007,73.50859833
MWD,Mianwali,Pakistan,32.56309891,71.5707016
MJD,Moenjodaro,Pakistan,27.33519936,68.14309692
\N,Karachi,Pakistan,24.89360046,66.938797
MUX,Multan,Pakistan,30.20319939,71.4190979
WNS,Nawabshah,Pakistan,26.2194,68.390099
\N,Okara,Pakistan,30.74099922,73.35769653
PJG,Panjgur,Pakistan,26.9545002,64.13249969
PSI,Pasni,Pakistan,25.29050064,63.3451004
PEW,Peshawar,Pakistan,33.9939003,71.51460266
\N,Qasim,Pakistan,33.56019974,73.03320313
UET,Quetta,Pakistan,30.25139999,66.93779755
RYK,Rahim Yar Khan,Pakistan,28.38389969,70.27960205
\N,Islamabad,Pakistan,33.616699,73.099197
\N,Risalpur,Pakistan,34.08110046,71.97260284
RAZ,Rawala Kot,Pakistan,33.84970093,73.79810333
SKZ,Sukkur,Pakistan,27.72200012,68.79170227
SDT,Saidu Sharif,Pakistan,34.81359863,72.35279846
SUL,Sui,Pakistan,28.64509964,69.17690277
BDN,Talhar,Pakistan,24.84149933,68.83840179
WAF,Wana,Pakistan,32.30469894,69.57039642
PZH,Zhob,Pakistan,31.35840034,69.46360016
BSR,Basrah,Iraq,30.54910088,47.66210175
ALP,Aleppo,Syria,36.18069839,37.22439957
DAM,Damascus,Syria,33.41149902,36.5155983
DEZ,Deire Zor,Syria,35.2854,40.175999
LTK,Latakia,Syria,35.40110016,35.94869995
PMS,Palmyra,Syria,34.5574,38.316898
DIA,Doha,Qatar,25.261101,51.565102
